Date Range,Actual Volatility,Predicted Volatility
2017-02-10 to 2017-02-24,0.3252496999999998,0.3387501999999998
2008-08-26 to 2008-09-09,0.31185730000000034,0.12557109999999988
2023-01-27 to 2023-02-09,2.6369964000000037,3.136003100000002
2012-12-10 to 2012-12-21,0.4207500000000003,0.7043575999999998
1993-12-16 to 1993-12-30,0.0133926,0.006392699999999996
2008-01-08 to 2008-01-22,0.24717849999999997,0.2016787
2014-09-10 to 2014-09-23,0.4442504999999993,0.5434996999999996
2008-06-30 to 2008-07-14,0.24625010000000006,0.2343925999999999
2014-01-22 to 2014-02-04,0.29417869999999946,0.6024643999999999
2013-03-22 to 2013-04-05,0.36099999999999977,0.35217880000000046
2019-01-09 to 2019-01-23,0.9119997000000005,0.5972495000000002
1989-05-03 to 1989-05-16,0.011160500000000007,0.0146785
1996-12-04 to 1996-12-17,0.008258899999999996,0.009152000000000004
2013-08-28 to 2013-09-11,0.35039229999999916,0.46803580000000017
2019-08-28 to 2019-09-11,0.8835003000000021,0.8504996999999996
1990-05-29 to 1990-06-11,0.010602700000000003,0.011830200000000008
2005-12-27 to 2006-01-10,0.10607150000000001,0.08707159999999994
1993-04-16 to 1993-04-29,0.014397299999999997,0.017633999999999993
2013-06-04 to 2013-06-17,0.33950010000000025,0.3230715
2013-04-08 to 2013-04-19,0.39317860000000027,0.4051073999999993
2013-03-08 to 2013-03-21,0.3158213000000005,0.2828209000000001
1993-03-18 to 1993-03-31,0.014397399999999994,0.014062499999999988
2010-08-20 to 2010-09-02,0.1418215,0.20035719999999985
2004-10-19 to 2004-11-01,0.027410499999999994,0.03266060000000002
2013-10-10 to 2013-10-23,0.3460000999999998,0.30403599999999964
2017-11-27 to 2017-12-08,0.46024979999999827,0.8775008999999997
1998-03-13 to 1998-03-26,0.006640999999999997,0.0107141
2020-04-17 to 2020-04-30,2.007000699999999,1.7377492999999986
2019-12-06 to 2019-12-19,1.2349999999999994,1.1747497999999994
1984-05-22 to 1984-06-05,0.0041853999999999945,0.009654000000000006
1989-12-19 to 1990-01-03,0.013281399999999988,0.0193081
1992-05-19 to 1992-06-02,0.012499699999999997,0.01696440000000001
1981-10-27 to 1981-11-09,0.0006137999999999963,0.0006695999999999965
2001-06-13 to 2001-06-26,0.0236427,0.02696439999999999
2011-11-10 to 2011-11-23,0.21732149999999972,0.2939641
1984-06-06 to 1984-06-19,0.006473400000000002,0.002287800000000001
1997-06-11 to 1997-06-24,0.004464300000000004,0.0030693000000000027
2001-09-07 to 2001-09-26,0.014375200000000015,0.010993399999999997
2015-08-24 to 2015-09-04,0.6117496000000002,0.44324980000000025
1985-07-01 to 1985-07-15,0.0015623999999999985,0.0010043999999999997
2001-10-25 to 2001-11-07,0.015267900000000001,0.009430600000000016
2023-05-23 to 2023-06-06,2.5839980999999965,3.136003100000002
1991-11-12 to 1991-11-25,0.012276499999999996,0.017732499999999995
2000-01-07 to 2000-01-21,0.06155130000000001,0.035857099999999996
2006-07-05 to 2006-07-18,0.07400000000000007,0.08078569999999999
1991-01-15 to 1991-01-28,0.01953130000000001,0.019589299999999997
1992-11-20 to 1992-12-04,0.012611699999999986,0.0155134
2004-03-30 to 2004-04-13,0.0159285,0.02159590000000001
1984-03-12 to 1984-03-23,0.0035153999999999975,0.0037945000000000006
2009-02-03 to 2009-02-17,0.13464269999999998,0.29146410000000006
2017-06-21 to 2017-07-05,0.4664996000000009,0.7732498000000007
1999-04-23 to 1999-05-06,0.01964290000000001,0.024749
1987-09-18 to 1987-10-01,0.019531200000000006,0.014142599999999995
1990-07-11 to 1990-07-24,0.016852500000000003,0.010714399999999995
1998-02-27 to 1998-03-12,0.009263299999999999,0.015624999999999997
1999-12-09 to 1999-12-22,0.06015619999999999,0.06467619999999999
1998-08-19 to 1998-09-01,0.017243499999999995,0.028571400000000014
1993-07-27 to 1993-08-09,0.011830199999999996,0.009040200000000002
1996-12-18 to 1997-01-02,0.006668499999999999,0.008761300000000003
2020-05-15 to 2020-05-29,2.1157494000000012,2.2487518999999994
1987-10-02 to 1987-10-15,0.054687299999999994,0.015624899999999992
1982-04-05 to 1982-04-19,0.0005581000000000003,0.001506600000000001
1993-09-08 to 1993-09-21,0.008370400000000005,0.006193999999999996
2012-05-04 to 2012-05-17,0.5590356999999994,0.6024643999999999
1992-05-05 to 1992-05-18,0.012834500000000026,0.014174099999999995
2016-10-17 to 2016-10-28,0.5839998999999996,0.5385001000000003
2007-03-23 to 2007-04-05,0.052893099999999915,0.1154640999999998
1997-07-10 to 1997-07-23,0.007826300000000003,0.009654000000000006
1997-11-14 to 1997-11-28,0.006026700000000001,0.003794900000000004
1995-01-26 to 1995-02-08,0.010770100000000005,0.016268100000000008
2022-10-17 to 2022-10-28,5.253997899999996,3.340001200000006
2004-11-16 to 2004-11-30,0.04080360000000003,0.035857099999999996
2020-11-18 to 2020-12-02,2.539000699999997,3.2040031
1990-02-01 to 1990-02-14,0.009375100000000003,0.010825999999999997
1988-12-22 to 1989-01-06,0.0125,0.008785800000000005
1990-03-02 to 1990-03-15,0.013504600000000005,0.0118307
2010-11-30 to 2010-12-13,0.10160710000000037,0.18985709999999986
1984-10-26 to 1984-11-08,0.0031808,0.009709999999999996
1999-05-21 to 1999-06-04,0.014397399999999994,0.016127100000000005
2023-04-25 to 2023-05-08,2.0509995000000005,3.5300033999999956
2012-06-04 to 2012-06-15,0.3213213000000003,0.3788215000000005
2007-01-25 to 2007-02-07,0.06107129999999996,0.1173215
2005-06-22 to 2005-07-06,0.0380714,0.06771440000000002
1992-09-11 to 1992-09-24,0.0135046,0.012611500000000003
2015-06-26 to 2015-07-10,0.478000299999999,0.46174950000000015
1993-09-22 to 1993-10-05,0.009709800000000001,0.011383899999999992
1997-09-05 to 1997-09-18,0.005636400000000002,0.005971000000000004
1987-01-16 to 1987-01-29,0.008816800000000003,0.004952700000000002
1994-12-28 to 1995-01-11,0.01540169999999999,0.009821100000000004
2019-07-31 to 2019-08-13,1.0577503999999975,0.8775008999999997
2011-07-06 to 2011-07-19,0.3075357000000002,0.28260710000000006
2019-04-22 to 2019-05-03,1.275999,0.9005002000000004
1997-03-03 to 1997-03-14,0.008747300000000003,0.0030693000000000027
2005-02-28 to 2005-03-11,0.03910720000000001,0.031535599999999976
2012-11-09 to 2012-11-23,0.5856784999999999,0.36103549999999984
2007-02-08 to 2007-02-22,0.08435730000000005,0.12232129999999994
1987-09-03 to 1987-09-17,0.021205399999999996,0.016629599999999987
2021-07-12 to 2021-07-23,2.3630004000000016,4.1949984
2017-05-09 to 2017-05-22,0.37299949999999954,0.5445002999999999
1986-04-03 to 1986-04-16,0.007477699999999999,0.0031248000000000014
2020-08-11 to 2020-08-24,5.7264999,2.563000599999998
1996-10-08 to 1996-10-21,0.008593600000000003,0.011383899999999992
2011-09-15 to 2011-09-28,0.4781428999999996,0.46803580000000017
1986-02-04 to 1986-02-18,0.003683000000000003,0.0021205000000000017
2011-03-11 to 2011-03-24,0.18892880000000006,0.18200000000000002
1993-01-06 to 1993-01-19,0.014062100000000032,0.023214200000000008
2018-04-23 to 2018-05-04,0.5827499999999987,0.6404998999999997
1982-12-20 to 1983-01-03,0.007031299999999999,0.004296699999999999
1997-03-17 to 1997-03-31,0.005915099999999998,0.0066966
2013-07-17 to 2013-07-30,0.3310717000000004,0.3236067000000002
1982-07-15 to 1982-07-28,0.0005579999999999995,0.0006138000000000018
1997-08-21 to 1997-09-04,0.006989699999999999,0.006193999999999996
2002-06-03 to 2002-06-14,0.01498230000000001,0.014839000000000008
2008-10-08 to 2008-10-21,0.237643,0.10671430000000001
2013-04-22 to 2013-05-03,0.4009642999999995,0.4051073999999993
2009-12-02 to 2009-12-15,0.12396440000000002,0.12557109999999988
1981-10-13 to 1981-10-26,0.0006137999999999977,0.0005579999999999988
1985-03-07 to 1985-03-20,0.0023439000000000003,0.002566899999999997
2004-03-02 to 2004-03-15,0.014517800000000008,0.028571400000000014
1991-06-07 to 1991-06-20,0.013169500000000011,0.015625099999999992
2014-12-18 to 2015-01-02,0.7379997000000007,0.35475039999999963
2021-09-07 to 2021-09-20,2.6370010999999978,2.118000700000002
2008-03-06 to 2008-03-19,0.1849284999999999,0.11135709999999976
1987-12-29 to 1988-01-12,0.018526799999999993,0.010825899999999994
2011-04-08 to 2011-04-21,0.17403570000000013,0.28260710000000006
1999-08-17 to 1999-08-30,0.03097089999999998,0.020446300000000018
1981-04-23 to 1981-05-06,0.0010601999999999986,0.0006697999999999982
2001-12-21 to 2002-01-07,0.015553400000000005,0.011053600000000007
2021-10-05 to 2021-10-18,2.1259979000000016,2.626000999999994
1984-04-09 to 1984-04-23,0.0065848000000000035,0.004743499999999998
2005-04-26 to 2005-05-09,0.05464290000000001,0.04539289999999996
1994-03-28 to 1994-04-11,0.017299099999999998,0.012667399999999995
2020-10-07 to 2020-10-20,3.3840012000000046,3.2040031
2023-09-01 to 2023-09-15,3.297001600000004,3.5300033999999956
1983-08-22 to 1983-09-02,0.0105466,0.005468600000000001
1990-12-14 to 1990-12-28,0.01283479999999999,0.010491199999999996
2007-12-21 to 2008-01-07,0.3374284999999997,0.17010719999999976
1988-04-22 to 1988-05-05,0.009039999999999998,0.011718899999999994
2005-07-07 to 2005-07-20,0.03464279999999993,0.035857099999999996
2003-09-09 to 2003-09-22,0.016857199999999996,0.011839099999999997
2006-04-24 to 2006-05-05,0.08017870000000009,0.05514279999999996
2000-09-11 to 2000-09-22,0.05892860000000001,0.054324700000000004
1995-02-09 to 1995-02-23,0.0116348,0.010825899999999994
1988-04-08 to 1988-04-21,0.008370499999999998,0.014508999999999989
2009-09-22 to 2009-10-05,0.08092829999999988,0.11557140000000006
2022-04-11 to 2022-04-25,5.986999500000001,5.849003399999998
2003-06-13 to 2003-06-26,0.012017699999999997,0.01380360000000001
1985-07-16 to 1985-07-29,0.0015627000000000002,0.0010044000000000025
1998-10-29 to 1998-11-11,0.012444300000000009,0.028571400000000014
1997-12-01 to 1997-12-12,0.004241199999999999,0.005468600000000001
2000-12-19 to 2001-01-03,0.022656199999999998,0.01614290000000001
1991-04-11 to 1991-04-24,0.016294499999999996,0.020285599999999994
1988-09-14 to 1988-09-27,0.011607100000000004,0.010267800000000011
1998-11-27 to 1998-12-10,0.013448500000000002,0.011495499999999997
1983-01-18 to 1983-01-31,0.009151699999999999,0.008147499999999993
1992-06-03 to 1992-06-16,0.01685270000000002,0.015848399999999995
2006-05-22 to 2006-06-05,0.08017840000000005,0.07396420000000012
2018-11-08 to 2018-11-21,1.2060000000000002,1.0942503000000001
2002-02-06 to 2002-02-20,0.030303500000000004,0.016127100000000005
1988-02-10 to 1988-02-24,0.012276899999999997,0.010267800000000011
1986-10-21 to 1986-11-03,0.0053012999999999975,0.0030693000000000027
2016-08-05 to 2016-08-18,0.28850009999999954,0.4194995000000006
2012-01-25 to 2012-02-07,0.4247502000000004,0.2063568
2010-12-14 to 2010-12-28,0.13907129999999998,0.21278590000000044
1995-11-24 to 1995-12-07,0.014174100000000005,0.008785800000000005
2021-11-02 to 2021-11-15,3.830001699999994,4.106001200000006
2008-06-16 to 2008-06-27,0.24660680000000018,0.2392499
2015-11-17 to 2015-12-01,0.6112503000000007,1.2294995999999998
1992-07-16 to 1992-07-29,0.011830000000000007,0.017745700000000014
2012-03-08 to 2012-03-21,0.3875715999999997,0.36103549999999984
2007-05-07 to 2007-05-18,0.1064283999999998,0.2343925999999999
1984-12-24 to 1985-01-08,0.0032924000000000035,0.003292400000000001
2006-07-19 to 2006-08-01,0.07885700000000004,0.07396420000000012
2019-05-20 to 2019-06-03,0.9157495000000011,0.8775008999999997
2005-07-21 to 2005-08-03,0.04542849999999994,0.04715390000000001
1997-06-25 to 1997-07-09,0.0092076,0.0071988
2001-05-15 to 2001-05-29,0.017071300000000005,0.025339199999999985
2017-03-27 to 2017-04-07,0.339750200000001,1.2294995999999998
2011-08-03 to 2011-08-16,0.34346459999999973,0.30967870000000025
2000-07-28 to 2000-08-10,0.044308099999999996,0.06467619999999999
1991-02-27 to 1991-03-12,0.028906200000000003,0.01651790000000002
2016-11-14 to 2016-11-28,0.46875000000000033,0.35475039999999963
1995-05-22 to 1995-06-05,0.007365899999999997,0.010267800000000011
1983-05-12 to 1983-05-25,0.007812400000000008,0.013950999999999996
1992-11-06 to 1992-11-19,0.012388599999999982,0.017522500000000007
2011-03-25 to 2011-04-07,0.2106424999999998,0.18985709999999986
1983-04-14 to 1983-04-27,0.008817199999999997,0.008705199999999996
1986-01-07 to 1986-01-20,0.004129600000000002,0.002566899999999997
1982-06-02 to 1982-06-15,0.0007253999999999996,0.0005579999999999988
1995-02-24 to 1995-03-09,0.014076400000000006,0.008370400000000005
2005-09-30 to 2005-10-13,0.06599970000000004,0.07396420000000012
1984-09-14 to 1984-09-27,0.0025667999999999984,0.0031248000000000014
1989-03-07 to 1989-03-20,0.008035999999999993,0.011160499999999995
1996-06-28 to 1996-07-12,0.0078264,0.006193999999999996
2007-10-11 to 2007-10-24,0.18742860000000006,0.1196785000000001
2014-05-16 to 2014-05-30,0.38896489999999984,0.39724990000000027
1992-08-13 to 1992-08-26,0.013057999999999986,0.0089148
2018-08-15 to 2018-08-28,1.2229997999999989,1.1444993999999995
2002-10-09 to 2002-10-22,0.0129998,0.007142800000000005
2023-07-07 to 2023-07-20,2.5069991999999957,3.136003100000002
1983-11-01 to 1983-11-14,0.0036271,0.0026228000000000015
2010-10-04 to 2010-10-15,0.21849980000000038,0.2852501
2022-09-19 to 2022-09-30,4.188001900000009,4.791001699999998
1992-12-07 to 1992-12-18,0.012499800000000016,0.016294600000000003
1989-02-06 to 1989-02-17,0.009263400000000005,0.011272100000000007
2000-07-14 to 2000-07-27,0.04949760000000001,0.0584822
2017-03-13 to 2017-03-24,0.4000002000000002,0.5904996000000008
2015-09-08 to 2015-09-21,0.6885002999999997,0.6194997000000001
1989-09-25 to 1989-10-06,0.021316900000000007,0.011606999999999996
2011-12-23 to 2012-01-09,0.1588929000000002,0.2147502000000001
1985-10-10 to 1985-10-23,0.0013951000000000005,0.0010044000000000025
1981-02-10 to 1981-02-24,0.0006696000000000008,0.000892800000000002
2015-01-05 to 2015-01-16,0.6980003999999997,0.44324980000000025
2013-12-06 to 2013-12-19,0.27914279999999925,0.41475000000000006
2002-04-05 to 2002-04-18,0.014642900000000004,0.023214200000000008
1999-07-06 to 1999-07-19,0.019029299999999992,0.024749
1994-10-17 to 1994-10-28,0.012821100000000002,0.0147322
2017-02-10 to 2017-02-24,0.3252496999999998,0.44097498500000015
2008-08-26 to 2008-09-09,0.31185730000000034,0.17999604400000002
2023-01-27 to 2023-02-09,2.6369964000000037,3.0706503809999997
2012-12-10 to 2012-12-21,0.4207500000000003,0.4170647039999998
1993-12-16 to 1993-12-30,0.0133926,0.009239330000000002
2008-01-08 to 2008-01-22,0.24717849999999997,0.3029535909999997
2014-09-10 to 2014-09-23,0.4442504999999993,0.42890473500000037
2008-06-30 to 2008-07-14,0.24625010000000006,0.15691034799999995
2014-01-22 to 2014-02-04,0.29417869999999946,0.38325892600000017
2013-03-22 to 2013-04-05,0.36099999999999977,0.32484740399999995
2019-01-09 to 2019-01-23,0.9119997000000005,0.5392124569999998
1989-05-03 to 1989-05-16,0.011160500000000007,0.01724706500000001
1996-12-04 to 1996-12-17,0.008258899999999996,0.007638204999999999
2013-08-28 to 2013-09-11,0.35039229999999916,0.32482757800000017
2019-08-28 to 2019-09-11,0.8835003000000021,1.0023048619999997
1990-05-29 to 1990-06-11,0.010602700000000003,0.012128380000000001
2005-12-27 to 2006-01-10,0.10607150000000001,0.07483527700000003
1993-04-16 to 1993-04-29,0.014397299999999997,0.016789740999999993
2013-06-04 to 2013-06-17,0.33950010000000025,0.3049385650000002
2013-04-08 to 2013-04-19,0.39317860000000027,0.33930395900000015
2013-03-08 to 2013-03-21,0.3158213000000005,0.34714425600000043
1993-03-18 to 1993-03-31,0.014397399999999994,0.014814113999999998
2010-08-20 to 2010-09-02,0.1418215,0.1793907259999999
2004-10-19 to 2004-11-01,0.027410499999999994,0.04492606
2013-10-10 to 2013-10-23,0.3460000999999998,0.3171214750000001
2017-11-27 to 2017-12-08,0.46024979999999827,0.7317813559999997
1998-03-13 to 1998-03-26,0.006640999999999997,0.011118355999999996
2020-04-17 to 2020-04-30,2.007000699999999,1.6942348929999997
2019-12-06 to 2019-12-19,1.2349999999999994,1.785847575999999
1984-05-22 to 1984-06-05,0.0041853999999999945,0.004982708999999999
1989-12-19 to 1990-01-03,0.013281399999999988,0.012402511000000003
1992-05-19 to 1992-06-02,0.012499699999999997,0.015824734999999993
1981-10-27 to 1981-11-09,0.0006137999999999963,0.0006378039999999996
2001-06-13 to 2001-06-26,0.0236427,0.018439934000000015
2011-11-10 to 2011-11-23,0.21732149999999972,0.2542189710000002
1984-06-06 to 1984-06-19,0.006473400000000002,0.0035948800000000004
1997-06-11 to 1997-06-24,0.004464300000000004,0.005311414999999998
2001-09-07 to 2001-09-26,0.014375200000000015,0.013672747999999995
2015-08-24 to 2015-09-04,0.6117496000000002,0.4826032380000002
1985-07-01 to 1985-07-15,0.0015623999999999985,0.0016891669999999992
2001-10-25 to 2001-11-07,0.015267900000000001,0.016416110000000005
2023-05-23 to 2023-06-06,2.5839980999999965,2.8537309720000024
1991-11-12 to 1991-11-25,0.012276499999999996,0.017164343
2000-01-07 to 2000-01-21,0.06155130000000001,0.046451466000000004
2006-07-05 to 2006-07-18,0.07400000000000007,0.06407291499999997
1991-01-15 to 1991-01-28,0.01953130000000001,0.018097671000000003
1992-11-20 to 1992-12-04,0.012611699999999986,0.01576025199999999
2004-03-30 to 2004-04-13,0.0159285,0.017048679999999997
1984-03-12 to 1984-03-23,0.0035153999999999975,0.002263931999999999
2009-02-03 to 2009-02-17,0.13464269999999998,0.133616752
2017-06-21 to 2017-07-05,0.4664996000000009,0.5675949620000003
1999-04-23 to 1999-05-06,0.01964290000000001,0.023591259999999992
1987-09-18 to 1987-10-01,0.019531200000000006,0.016194061000000006
1990-07-11 to 1990-07-24,0.016852500000000003,0.014767318000000005
1998-02-27 to 1998-03-12,0.009263299999999999,0.012005765999999996
1999-12-09 to 1999-12-22,0.06015619999999999,0.05367881799999999
1998-08-19 to 1998-09-01,0.017243499999999995,0.021615366999999996
1993-07-27 to 1993-08-09,0.011830199999999996,0.010030823000000005
1996-12-18 to 1997-01-02,0.006668499999999999,0.007757332000000001
2020-05-15 to 2020-05-29,2.1157494000000012,2.111449834
1987-10-02 to 1987-10-15,0.054687299999999994,0.016434222000000002
1982-04-05 to 1982-04-19,0.0005581000000000003,0.001305225
1993-09-08 to 1993-09-21,0.008370400000000005,0.008546670000000001
2012-05-04 to 2012-05-17,0.5590356999999994,0.4542524390000001
1992-05-05 to 1992-05-18,0.012834500000000026,0.015361841999999997
2016-10-17 to 2016-10-28,0.5839998999999996,0.4831696309999998
2007-03-23 to 2007-04-05,0.052893099999999915,0.12620875800000003
1997-07-10 to 1997-07-23,0.007826300000000003,0.005836100000000002
1997-11-14 to 1997-11-28,0.006026700000000001,0.005808009999999999
1995-01-26 to 1995-02-08,0.010770100000000005,0.012808597000000003
2022-10-17 to 2022-10-28,5.253997899999996,3.553323186
2004-11-16 to 2004-11-30,0.04080360000000003,0.050044120999999976
2020-11-18 to 2020-12-02,2.539000699999997,2.842390662000002
1990-02-01 to 1990-02-14,0.009375100000000003,0.011249584000000002
1988-12-22 to 1989-01-06,0.0125,0.012268943999999999
1990-03-02 to 1990-03-15,0.013504600000000005,0.011363523
2010-11-30 to 2010-12-13,0.10160710000000037,0.21242928200000002
1984-10-26 to 1984-11-08,0.0031808,0.002917372999999999
1999-05-21 to 1999-06-04,0.014397399999999994,0.017842287000000002
2023-04-25 to 2023-05-08,2.0509995000000005,2.9247210510000015
2012-06-04 to 2012-06-15,0.3213213000000003,0.34671780100000005
2007-01-25 to 2007-02-07,0.06107129999999996,0.07766159899999997
2005-06-22 to 2005-07-06,0.0380714,0.052500723999999985
1992-09-11 to 1992-09-24,0.0135046,0.014047011999999994
2015-06-26 to 2015-07-10,0.478000299999999,0.5587984999999999
1993-09-22 to 1993-10-05,0.009709800000000001,0.008070866000000001
1997-09-05 to 1997-09-18,0.005636400000000002,0.007333087000000004
1987-01-16 to 1987-01-29,0.008816800000000003,0.00963676
1994-12-28 to 1995-01-11,0.01540169999999999,0.016349552000000003
2019-07-31 to 2019-08-13,1.0577503999999975,1.0463475649999996
2011-07-06 to 2011-07-19,0.3075357000000002,0.2734804110000001
2019-04-22 to 2019-05-03,1.275999,0.931694937
1997-03-03 to 1997-03-14,0.008747300000000003,0.005144541999999999
2005-02-28 to 2005-03-11,0.03910720000000001,0.051272126000000015
2012-11-09 to 2012-11-23,0.5856784999999999,0.402443214
2007-02-08 to 2007-02-22,0.08435730000000005,0.08577896899999994
1987-09-03 to 1987-09-17,0.021205399999999996,0.015270086999999996
2021-07-12 to 2021-07-23,2.3630004000000016,3.193182858
2017-05-09 to 2017-05-22,0.37299949999999954,0.5355924909999998
1986-04-03 to 1986-04-16,0.007477699999999999,0.004017325999999999
2020-08-11 to 2020-08-24,5.7264999,3.4293854700000015
1996-10-08 to 1996-10-21,0.008593600000000003,0.010910784999999996
2011-09-15 to 2011-09-28,0.4781428999999996,0.34694646799999995
1986-02-04 to 1986-02-18,0.003683000000000003,0.003710412999999997
2011-03-11 to 2011-03-24,0.18892880000000006,0.21964324000000005
1993-01-06 to 1993-01-19,0.014062100000000032,0.018277009999999986
2018-04-23 to 2018-05-04,0.5827499999999987,0.822572358
1982-12-20 to 1983-01-03,0.007031299999999999,0.004162400999999999
1997-03-17 to 1997-03-31,0.005915099999999998,0.005600915000000001
2013-07-17 to 2013-07-30,0.3310717000000004,0.3214971950000002
1982-07-15 to 1982-07-28,0.0005579999999999995,0.0007343419999999989
1997-08-21 to 1997-09-04,0.006989699999999999,0.007741005000000003
2002-06-03 to 2002-06-14,0.01498230000000001,0.018106526000000005
2008-10-08 to 2008-10-21,0.237643,0.207048573
2013-04-22 to 2013-05-03,0.4009642999999995,0.35104109899999997
2009-12-02 to 2009-12-15,0.12396440000000002,0.18050497300000004
1981-10-13 to 1981-10-26,0.0006137999999999977,0.0006299939999999994
1985-03-07 to 1985-03-20,0.0023439000000000003,0.0038905639999999987
2004-03-02 to 2004-03-15,0.014517800000000008,0.022033925000000006
1991-06-07 to 1991-06-20,0.013169500000000011,0.013094970000000001
2014-12-18 to 2015-01-02,0.7379997000000007,0.48372007600000005
2021-09-07 to 2021-09-20,2.6370010999999978,3.978718257000001
2008-03-06 to 2008-03-19,0.1849284999999999,0.1695631889999999
1987-12-29 to 1988-01-12,0.018526799999999993,0.015352804999999999
2011-04-08 to 2011-04-21,0.17403570000000013,0.2644696570000001
1999-08-17 to 1999-08-30,0.03097089999999998,0.019077643999999994
1981-04-23 to 1981-05-06,0.0010601999999999986,0.0007550639999999996
2001-12-21 to 2002-01-07,0.015553400000000005,0.015808400000000004
2021-10-05 to 2021-10-18,2.1259979000000016,3.1587052680000016
1984-04-09 to 1984-04-23,0.0065848000000000035,0.0046686589999999995
2005-04-26 to 2005-05-09,0.05464290000000001,0.04974388899999997
1994-03-28 to 1994-04-11,0.017299099999999998,0.011326700999999996
2020-10-07 to 2020-10-20,3.3840012000000046,2.8558532230000004
2023-09-01 to 2023-09-15,3.297001600000004,3.484020505999999
1983-08-22 to 1983-09-02,0.0105466,0.006203506000000002
1990-12-14 to 1990-12-28,0.01283479999999999,0.012661635
2007-12-21 to 2008-01-07,0.3374284999999997,0.22780824099999997
1988-04-22 to 1988-05-05,0.009039999999999998,0.011405972999999993
2005-07-07 to 2005-07-20,0.03464279999999993,0.048110098
2003-09-09 to 2003-09-22,0.016857199999999996,0.013244362999999992
2006-04-24 to 2006-05-05,0.08017870000000009,0.06590673700000002
2000-09-11 to 2000-09-22,0.05892860000000001,0.06256719300000001
1995-02-09 to 1995-02-23,0.0116348,0.013593559
1988-04-08 to 1988-04-21,0.008370499999999998,0.011885583
2009-09-22 to 2009-10-05,0.08092829999999988,0.17023925700000003
2022-04-11 to 2022-04-25,5.986999500000001,3.8461508179999995
2003-06-13 to 2003-06-26,0.012017699999999997,0.01633805499999999
1985-07-16 to 1985-07-29,0.0015627000000000002,0.0019553620000000004
1998-10-29 to 1998-11-11,0.012444300000000009,0.019944605999999993
1997-12-01 to 1997-12-12,0.004241199999999999,0.005879800000000003
2000-12-19 to 2001-01-03,0.022656199999999998,0.013109547999999995
1991-04-11 to 1991-04-24,0.016294499999999996,0.020499340999999994
1988-09-14 to 1988-09-27,0.011607100000000004,0.011079232
1998-11-27 to 1998-12-10,0.013448500000000002,0.016455364999999996
1983-01-18 to 1983-01-31,0.009151699999999999,0.006706219999999998
1992-06-03 to 1992-06-16,0.01685270000000002,0.015821292000000008
2006-05-22 to 2006-06-05,0.08017840000000005,0.06684454600000002
2018-11-08 to 2018-11-21,1.2060000000000002,1.0948175029999996
2002-02-06 to 2002-02-20,0.030303500000000004,0.017697929000000005
1988-02-10 to 1988-02-24,0.012276899999999997,0.011762408
1986-10-21 to 1986-11-03,0.0053012999999999975,0.004850476
2016-08-05 to 2016-08-18,0.28850009999999954,0.3950225060000003
2012-01-25 to 2012-02-07,0.4247502000000004,0.3057214900000002
