Date Range,Actual Volatility,Predicted Volatility
2010-12-14 to 2010-12-28,0.13907129999999998,0.21099285199999998
1995-11-24 to 1995-12-07,0.014174100000000005,0.011904199000000002
2021-11-02 to 2021-11-15,3.830001699999994,3.018063484999997
2008-06-16 to 2008-06-27,0.24660680000000018,0.1978149220000001
2015-11-17 to 2015-12-01,0.6112503000000007,0.58206278
1992-07-16 to 1992-07-29,0.011830000000000007,0.014442842999999997
2012-03-08 to 2012-03-21,0.3875715999999997,0.44033650999999985
2007-05-07 to 2007-05-18,0.1064283999999998,0.14751889399999996
1984-12-24 to 1985-01-08,0.0032924000000000035,0.004407946999999999
2006-07-19 to 2006-08-01,0.07885700000000004,0.07312781999999998
2019-05-20 to 2019-06-03,0.9157495000000011,0.9834449540000003
2005-07-21 to 2005-08-03,0.04542849999999994,0.059153760000000014
1997-06-25 to 1997-07-09,0.0092076,0.006810822000000006
2001-05-15 to 2001-05-29,0.017071300000000005,0.018090227
2017-03-27 to 2017-04-07,0.339750200000001,0.6148070690000002
2011-08-03 to 2011-08-16,0.34346459999999973,0.3224693229999999
2000-07-28 to 2000-08-10,0.044308099999999996,0.06158261500000001
1991-02-27 to 1991-03-12,0.028906200000000003,0.018491832999999992
2016-11-14 to 2016-11-28,0.46875000000000033,0.45791753400000007
1995-05-22 to 1995-06-05,0.007365899999999997,0.012203379999999993
1983-05-12 to 1983-05-25,0.007812400000000008,0.011425192000000006
1992-11-06 to 1992-11-19,0.012388599999999982,0.016586192000000003
2011-03-25 to 2011-04-07,0.2106424999999998,0.2198196340000001
1983-04-14 to 1983-04-27,0.008817199999999997,0.008457936999999999
1986-01-07 to 1986-01-20,0.004129600000000002,0.0035685890000000022
1982-06-02 to 1982-06-15,0.0007253999999999996,0.000718162999999999
1995-02-24 to 1995-03-09,0.014076400000000006,0.012504116999999999
2005-09-30 to 2005-10-13,0.06599970000000004,0.06087241700000002
1984-09-14 to 1984-09-27,0.0025667999999999984,0.004097066
1989-03-07 to 1989-03-20,0.008035999999999993,0.010905451999999998
1996-06-28 to 1996-07-12,0.0078264,0.007464253999999999
2007-10-11 to 2007-10-24,0.18742860000000006,0.26467534799999975
2014-05-16 to 2014-05-30,0.38896489999999984,0.42163321899999995
1992-08-13 to 1992-08-26,0.013057999999999986,0.012414669999999994
2018-08-15 to 2018-08-28,1.2229997999999989,1.094704774
2002-10-09 to 2002-10-22,0.0129998,0.011239552000000009
2023-07-07 to 2023-07-20,2.5069991999999957,2.9662657340000016
1983-11-01 to 1983-11-14,0.0036271,0.004271184999999999
2010-10-04 to 2010-10-15,0.21849980000000038,0.26015216300000005
2022-09-19 to 2022-09-30,4.188001900000009,4.108178398000002
1992-12-07 to 1992-12-18,0.012499800000000016,0.016104451
1989-02-06 to 1989-02-17,0.009263400000000005,0.012121817999999998
2000-07-14 to 2000-07-27,0.04949760000000001,0.062319685999999985
2017-03-13 to 2017-03-24,0.4000002000000002,0.4481449770000003
2015-09-08 to 2015-09-21,0.6885002999999997,0.4973871100000001
1989-09-25 to 1989-10-06,0.021316900000000007,0.013541361000000009
2011-12-23 to 2012-01-09,0.1588929000000002,0.2789204050000002
1985-10-10 to 1985-10-23,0.0013951000000000005,0.0020591430000000007
1981-02-10 to 1981-02-24,0.0006696000000000008,0.0007444419999999999
2015-01-05 to 2015-01-16,0.6980003999999997,0.5287463750000001
2013-12-06 to 2013-12-19,0.27914279999999925,0.3163070740000002
2002-04-05 to 2002-04-18,0.014642900000000004,0.017328867999999997
1999-07-06 to 1999-07-19,0.019029299999999992,0.023478633999999995
1994-10-17 to 1994-10-28,0.012821100000000002,0.014546137999999997
2017-02-10 to 2017-02-24,0.3252496999999998,0.5152146952417389
2008-08-26 to 2008-09-09,0.31185730000000034,0.2008130612947292
2023-01-27 to 2023-02-09,2.6369964000000037,3.0344692031872884
2012-12-10 to 2012-12-21,0.4207500000000003,0.3635304506622391
1993-12-16 to 1993-12-30,0.0133926,0.01416757712194607
2008-01-08 to 2008-01-22,0.24717849999999997,0.2698047703612996
2014-09-10 to 2014-09-23,0.4442504999999993,0.4179760775567687
2008-06-30 to 2008-07-14,0.24625010000000006,0.17892910654975894
2014-01-22 to 2014-02-04,0.29417869999999946,0.4350174018374313
2013-03-22 to 2013-04-05,0.36099999999999977,0.3823112729492254
2019-01-09 to 2019-01-23,0.9119997000000005,0.5631672561314772
1989-05-03 to 1989-05-16,0.011160500000000007,0.010676859259718046
1996-12-04 to 1996-12-17,0.008258899999999996,0.012505164073955601
2013-08-28 to 2013-09-11,0.35039229999999916,0.3533088644569308
2019-08-28 to 2019-09-11,0.8835003000000021,1.2028202475098153
1990-05-29 to 1990-06-11,0.010602700000000003,0.014854605445818953
2005-12-27 to 2006-01-10,0.10607150000000001,0.06127576599143233
1993-04-16 to 1993-04-29,0.014397299999999997,0.013709048251896028
2013-06-04 to 2013-06-17,0.33950010000000025,0.28114057740147314
2013-04-08 to 2013-04-19,0.39317860000000027,0.42554804242906025
2013-03-08 to 2013-03-21,0.3158213000000005,0.37254955657318034
1993-03-18 to 1993-03-31,0.014397399999999994,0.014854605445818953
2010-08-20 to 2010-09-02,0.1418215,0.19050498466676957
2004-10-19 to 2004-11-01,0.027410499999999994,0.04953697694903046
2013-10-10 to 2013-10-23,0.3460000999999998,0.35663877038845526
2017-11-27 to 2017-12-08,0.46024979999999827,0.7747149389976707
1998-03-13 to 1998-03-26,0.006640999999999997,0.011513032114176893
2020-04-17 to 2020-04-30,2.007000699999999,1.5574211235430953
2019-12-06 to 2019-12-19,1.2349999999999994,1.4284734477381567
1984-05-22 to 1984-06-05,0.0041853999999999945,0.01405407673243203
1989-12-19 to 1990-01-03,0.013281399999999988,0.013005123293270169
1992-05-19 to 1992-06-02,0.012499699999999997,0.010629005386920147
1981-10-27 to 1981-11-09,0.0006137999999999963,0.001968756941708717
2001-06-13 to 2001-06-26,0.0236427,0.011661697753041631
2011-11-10 to 2011-11-23,0.21732149999999972,0.2913447692097389
1984-06-06 to 1984-06-19,0.006473400000000002,0.019100473874294064
1997-06-11 to 1997-06-24,0.004464300000000004,0.038115436781517235
2001-09-07 to 2001-09-26,0.014375200000000015,0.01303826316866013
2015-08-24 to 2015-09-04,0.6117496000000002,0.3814550893729687
1985-07-01 to 1985-07-15,0.0015623999999999985,0.014114150301880193
2001-10-25 to 2001-11-07,0.015267900000000001,0.014798830057321922
2023-05-23 to 2023-06-06,2.5839980999999965,2.674640887757481
1991-11-12 to 1991-11-25,0.012276499999999996,0.013795557302085256
2000-01-07 to 2000-01-21,0.06155130000000001,0.06010459230728894
2006-07-05 to 2006-07-18,0.07400000000000007,0.08050473314513994
1991-01-15 to 1991-01-28,0.01953130000000001,0.013669646054032087
1992-11-20 to 1992-12-04,0.012611699999999986,0.011675942890650793
2004-03-30 to 2004-04-13,0.0159285,0.021883512126893087
1984-03-12 to 1984-03-23,0.0035153999999999975,0.004366955857247703
2009-02-03 to 2009-02-17,0.13464269999999998,0.12821911809819828
2017-06-21 to 2017-07-05,0.4664996000000009,0.45773775284682516
1999-04-23 to 1999-05-06,0.01964290000000001,0.021978138497841686
1987-09-18 to 1987-10-01,0.019531200000000006,0.0129112107174038
1990-07-11 to 1990-07-24,0.016852500000000003,0.014798830057321922
1998-02-27 to 1998-03-12,0.009263299999999999,0.01989866751858749
1999-12-09 to 1999-12-22,0.06015619999999999,0.044775356210245566
1998-08-19 to 1998-09-01,0.017243499999999995,0.024255278429623994
1993-07-27 to 1993-08-09,0.011830199999999996,0.0128193275148885
1996-12-18 to 1997-01-02,0.006668499999999999,0.013224800957345585
2020-05-15 to 2020-05-29,2.1157494000000012,2.2173846909631294
1987-10-02 to 1987-10-15,0.054687299999999994,0.014702689472706762
1982-04-05 to 1982-04-19,0.0005581000000000003,0.010606745585158853
1993-09-08 to 1993-09-21,0.008370400000000005,0.011976333129913953
2012-05-04 to 2012-05-17,0.5590356999999994,0.5238422301226074
1992-05-05 to 1992-05-18,0.012834500000000026,0.01293917905294123
2016-10-17 to 2016-10-28,0.5839998999999996,0.5098944849772666
2007-03-23 to 2007-04-05,0.052893099999999915,0.10306269169392127
1997-07-10 to 1997-07-23,0.007826300000000003,0.011716790097828703
1997-11-14 to 1997-11-28,0.006026700000000001,0.006544101071253446
1995-01-26 to 1995-02-08,0.010770100000000005,0.01412924180197945
2022-10-17 to 2022-10-28,5.253997899999996,4.093192950831098
2004-11-16 to 2004-11-30,0.04080360000000003,0.06738947256917927
2020-11-18 to 2020-12-02,2.539000699999997,2.568165951321589
1990-02-01 to 1990-02-14,0.009375100000000003,0.0141500470104095
1988-12-22 to 1989-01-06,0.0125,0.006549332777609768
1990-03-02 to 1990-03-15,0.013504600000000005,0.012328131512250564
2010-11-30 to 2010-12-13,0.10160710000000037,0.2100891511613172
1984-10-26 to 1984-11-08,0.0031808,0.010510605000543693
1999-05-21 to 1999-06-04,0.014397399999999994,0.010927858656687207
2023-04-25 to 2023-05-08,2.0509995000000005,2.696560128987269
2012-06-04 to 2012-06-15,0.3213213000000003,0.3190557261711936
2007-01-25 to 2007-02-07,0.06107129999999996,0.07323612423059316
2005-06-22 to 2005-07-06,0.0380714,0.044276577251147746
1992-09-11 to 1992-09-24,0.0135046,0.01293917905294123
2015-06-26 to 2015-07-10,0.478000299999999,0.6519569899057052
1993-09-22 to 1993-10-05,0.009709800000000001,-0.004101463360942302
1997-09-05 to 1997-09-18,0.005636400000000002,0.012109964913946038
1987-01-16 to 1987-01-29,0.008816800000000003,0.011412577619480843
1994-12-28 to 1995-01-11,0.01540169999999999,0.013281027592580014
2019-07-31 to 2019-08-13,1.0577503999999975,1.299315785476757
2011-07-06 to 2011-07-19,0.3075357000000002,0.2584578667186742
2019-04-22 to 2019-05-03,1.275999,0.6569021781785984
1997-03-03 to 1997-03-14,0.008747300000000003,0.01027145474955829
2005-02-28 to 2005-03-11,0.03910720000000001,0.05628255873079362
2012-11-09 to 2012-11-23,0.5856784999999999,0.4019134077603704
2007-02-08 to 2007-02-22,0.08435730000000005,0.07446737558889815
1987-09-03 to 1987-09-17,0.021205399999999996,0.01293917905294123
2021-07-12 to 2021-07-23,2.3630004000000016,3.4640545190801753
2017-05-09 to 2017-05-22,0.37299949999999954,0.5797235579117294
1986-04-03 to 1986-04-16,0.007477699999999999,0.010718033596358112
2020-08-11 to 2020-08-24,5.7264999,3.3349875582378177
1996-10-08 to 1996-10-21,0.008593600000000003,0.012479293407819213
2011-09-15 to 2011-09-28,0.4781428999999996,0.32003534816644796
1986-02-04 to 1986-02-18,0.003683000000000003,0.012013824329330878
2011-03-11 to 2011-03-24,0.18892880000000006,0.23483065537020742
1993-01-06 to 1993-01-19,0.014062100000000032,0.015097888632716326
2018-04-23 to 2018-05-04,0.5827499999999987,0.698395251075692
1982-12-20 to 1983-01-03,0.007031299999999999,0.013534501361055041
1997-03-17 to 1997-03-31,0.005915099999999998,0.012410029800627687
2013-07-17 to 2013-07-30,0.3310717000000004,0.3142113799207137
1982-07-15 to 1982-07-28,0.0005579999999999995,0.005773851246421906
1997-08-21 to 1997-09-04,0.006989699999999999,0.01299502858869834
2002-06-03 to 2002-06-14,0.01498230000000001,0.014798830057321922
2008-10-08 to 2008-10-21,0.237643,0.1960818201627433
2013-04-22 to 2013-05-03,0.4009642999999995,0.3199916873927468
2009-12-02 to 2009-12-15,0.12396440000000002,0.17594992157487457
1981-10-13 to 1981-10-26,0.0006137999999999977,0.01631714381140491
1985-03-07 to 1985-03-20,0.0023439000000000003,0.013128660372730425
2004-03-02 to 2004-03-15,0.014517800000000008,0.013898235550861079
1991-06-07 to 1991-06-20,0.013169500000000011,0.01383304850150218
2014-12-18 to 2015-01-02,0.7379997000000007,0.4295000449724192
2021-09-07 to 2021-09-20,2.6370010999999978,3.696058690337291
2008-03-06 to 2008-03-19,0.1849284999999999,0.16234468452378287
1987-12-29 to 1988-01-12,0.018526799999999993,0.014854605445818953
2011-04-08 to 2011-04-21,0.17403570000000013,0.2646004119211671
1999-08-17 to 1999-08-30,0.03097089999999998,0.017317245884538316
1981-04-23 to 1981-05-06,0.0010601999999999986,0.004956066930082858
2001-12-21 to 2002-01-07,0.015553400000000005,0.009260773267588921
2021-10-05 to 2021-10-18,2.1259979000000016,2.8901009190639226
1984-04-09 to 1984-04-23,0.0065848000000000035,0.030221490395381197
2005-04-26 to 2005-05-09,0.05464290000000001,0.04113573575612894
1994-03-28 to 1994-04-11,0.017299099999999998,0.010921979375130612
2020-10-07 to 2020-10-20,3.3840012000000046,2.759079314492429
2023-09-01 to 2023-09-15,3.297001600000004,2.8593690064687434
1983-08-22 to 1983-09-02,0.0105466,0.010494590896581144
1990-12-14 to 1990-12-28,0.01283479999999999,0.0129112107174038
2007-12-21 to 2008-01-07,0.3374284999999997,0.21937844138921667
1988-04-22 to 1988-05-05,0.009039999999999998,0.012682621220574808
2005-07-07 to 2005-07-20,0.03464279999999993,0.04668546937390749
2003-09-09 to 2003-09-22,0.016857199999999996,0.014758464861203793
2006-04-24 to 2006-05-05,0.08017870000000009,0.06494952068543847
2000-09-11 to 2000-09-22,0.05892860000000001,0.05603082204336301
1995-02-09 to 1995-02-23,0.0116348,0.014545246170419064
1988-04-08 to 1988-04-21,0.008370499999999998,0.019985354731239847
2009-09-22 to 2009-10-05,0.08092829999999988,0.1635030815419046
2022-04-11 to 2022-04-25,5.986999500000001,4.371886052318649
2003-06-13 to 2003-06-26,0.012017699999999997,0.013387179655984254
1985-07-16 to 1985-07-29,0.0015627000000000002,0.012979605885150612
1998-10-29 to 1998-11-11,0.012444300000000009,0.021283083136925566
1997-12-01 to 1997-12-12,0.004241199999999999,0.012409023489340441
2000-12-19 to 2001-01-03,0.022656199999999998,0.01288532254693393
1991-04-11 to 1991-04-24,0.016294499999999996,0.015539710218349434
1988-09-14 to 1988-09-27,0.011607100000000004,0.012244776958194866
1998-11-27 to 1998-12-10,0.013448500000000002,0.02539290515118641
1983-01-18 to 1983-01-31,0.009151699999999999,0.010072245949517574
1992-06-03 to 1992-06-16,0.01685270000000002,0.015913666100721462
2006-05-22 to 2006-06-05,0.08017840000000005,0.06603556078368203
2018-11-08 to 2018-11-21,1.2060000000000002,1.4857746165292591
2002-02-06 to 2002-02-20,0.030303500000000004,0.015044025129516888
1988-02-10 to 1988-02-24,0.012276899999999997,0.012815178803335077
1986-10-21 to 1986-11-03,0.0053012999999999975,0.01084574633610699
2016-08-05 to 2016-08-18,0.28850009999999954,0.41576312390914905
2012-01-25 to 2012-02-07,0.4247502000000004,0.2661028197009201
2010-12-14 to 2010-12-28,0.13907129999999998,0.21096274260424985
1995-11-24 to 1995-12-07,0.014174100000000005,0.014798830057321922
2021-11-02 to 2021-11-15,3.830001699999994,2.9259167295734865
2008-06-16 to 2008-06-27,0.24660680000000018,0.17729644404902406
2015-11-17 to 2015-12-01,0.6112503000000007,0.5053069240313949
1992-07-16 to 1992-07-29,0.011830000000000007,0.010372030735385243
2012-03-08 to 2012-03-21,0.3875715999999997,0.362092811657876
2007-05-07 to 2007-05-18,0.1064283999999998,0.14195213153658476
1984-12-24 to 1985-01-08,0.0032924000000000035,0.008973345289364899
2006-07-19 to 2006-08-01,0.07885700000000004,0.08144576929122906
2019-05-20 to 2019-06-03,0.9157495000000011,1.0437861394574692
2005-07-21 to 2005-08-03,0.04542849999999994,0.044255333973510204
1997-06-25 to 1997-07-09,0.0092076,0.012109964913946038
2001-05-15 to 2001-05-29,0.017071300000000005,0.015969441489218496
2017-03-27 to 2017-04-07,0.339750200000001,0.5172472881430067
2011-08-03 to 2011-08-16,0.34346459999999973,0.2952603412988456
2000-07-28 to 2000-08-10,0.044308099999999996,0.04249476708484841
1991-02-27 to 1991-03-12,0.028906200000000003,0.011030166096224038
2016-11-14 to 2016-11-28,0.46875000000000033,0.4483201690036093
1995-05-22 to 1995-06-05,0.007365899999999997,0.01383304850150218
1983-05-12 to 1983-05-25,0.007812400000000008,0.007330381097554192
1992-11-06 to 1992-11-19,0.012388599999999982,0.012630813577659765
2011-03-25 to 2011-04-07,0.2106424999999998,0.21598981789551114
1983-04-14 to 1983-04-27,0.008817199999999997,-0.0034681694771233214
1986-01-07 to 1986-01-20,0.004129600000000002,0.010862214176585255
1982-06-02 to 1982-06-15,0.0007253999999999996,-0.04583104965274029
1995-02-24 to 1995-03-09,0.014076400000000006,0.011142837299422772
2005-09-30 to 2005-10-13,0.06599970000000004,0.05982351981914621
1984-09-14 to 1984-09-27,0.0025667999999999984,0.012109964913946038
1989-03-07 to 1989-03-20,0.008035999999999993,0.015075463370111113
1996-06-28 to 1996-07-12,0.0078264,0.013035381273647643
2007-10-11 to 2007-10-24,0.18742860000000006,0.2015681255073886
2014-05-16 to 2014-05-30,0.38896489999999984,0.41636306726659084
1992-08-13 to 1992-08-26,0.013057999999999986,0.026033165823492965
2018-08-15 to 2018-08-28,1.2229997999999989,0.906084274114768
2002-10-09 to 2002-10-22,0.0129998,0.01618181527647482
2023-07-07 to 2023-07-20,2.5069991999999957,2.995918042909168
1983-11-01 to 1983-11-14,0.0036271,0.012979605885150612
2010-10-04 to 2010-10-15,0.21849980000000038,0.24787163895452524
2022-09-19 to 2022-09-30,4.188001900000009,4.3593189401237105
1992-12-07 to 1992-12-18,0.012499800000000016,0.02272170234633462
1989-02-06 to 1989-02-17,0.009263400000000005,0.014798830057321922
2000-07-14 to 2000-07-27,0.04949760000000001,0.04714962240850552
2017-03-13 to 2017-03-24,0.4000002000000002,0.4491104035968116
2015-09-08 to 2015-09-21,0.6885002999999997,0.4543060869555237
1989-09-25 to 1989-10-06,0.021316900000000007,0.014229253972798988
2011-12-23 to 2012-01-09,0.1588929000000002,0.26776932782576274
1985-10-10 to 1985-10-23,0.0013951000000000005,0.011567955483812955
1981-02-10 to 1981-02-24,0.0006696000000000008,-0.03142289462261143
2015-01-05 to 2015-01-16,0.6980003999999997,0.5056436586975046
2013-12-06 to 2013-12-19,0.27914279999999925,0.3100102768321137
2002-04-05 to 2002-04-18,0.014642900000000004,0.01240767743063691
1999-07-06 to 1999-07-19,0.019029299999999992,0.0194098888334473
1994-10-17 to 1994-10-28,0.012821100000000002,0.01281507013278864
2017-02-10 to 2017-02-24,0.3252496999999998,0.5856119954545455
2008-08-26 to 2008-09-09,0.31185730000000034,0.2420664192982456
2023-01-27 to 2023-02-09,2.6369964000000037,3.6113360358208912
2012-12-10 to 2012-12-21,0.4207500000000003,0.34109667619047607
1993-12-16 to 1993-12-30,0.0133926,0.17643720833333332
2008-01-08 to 2008-01-22,0.24717849999999997,0.2810553887850467
2014-09-10 to 2014-09-23,0.4442504999999993,0.5334001874999994
2008-06-30 to 2008-07-14,0.24625010000000006,0.2420664192982456
2014-01-22 to 2014-02-04,0.29417869999999946,0.46143378985507244
2013-03-22 to 2013-04-05,0.36099999999999977,0.3420894199999999
2019-01-09 to 2019-01-23,0.9119997000000005,0.6734661909090908
1989-05-03 to 1989-05-16,0.011160500000000007,0.17643720833333332
1996-12-04 to 1996-12-17,0.008258899999999996,0.17643720833333332
2013-08-28 to 2013-09-11,0.35039229999999916,0.3317138428571428
2019-08-28 to 2019-09-11,0.8835003000000021,1.2705277888888886
1990-05-29 to 1990-06-11,0.010602700000000003,0.17643720833333332
2005-12-27 to 2006-01-10,0.10607150000000001,0.17643720833333332
1993-04-16 to 1993-04-29,0.014397299999999997,0.17643720833333332
2013-06-04 to 2013-06-17,0.33950010000000025,0.3129568481132077
2013-04-08 to 2013-04-19,0.39317860000000027,0.34109667619047607
2013-03-08 to 2013-03-21,0.3158213000000005,0.3317138428571428
1993-03-18 to 1993-03-31,0.014397399999999994,0.17643720833333332
2010-08-20 to 2010-09-02,0.1418215,0.2420664192982456
2004-10-19 to 2004-11-01,0.027410499999999994,0.17643720833333332
2013-10-10 to 2013-10-23,0.3460000999999998,0.34109667619047607
2017-11-27 to 2017-12-08,0.46024979999999827,0.8808248399999996
1998-03-13 to 1998-03-26,0.006640999999999997,0.17643720833333332
2020-04-17 to 2020-04-30,2.007000699999999,1.4303249968253975
2019-12-06 to 2019-12-19,1.2349999999999994,1.4112631402173939
1984-05-22 to 1984-06-05,0.0041853999999999945,0.17643720833333332
1989-12-19 to 1990-01-03,0.013281399999999988,0.17643720833333332
1992-05-19 to 1992-06-02,0.012499699999999997,0.17643720833333332
1981-10-27 to 1981-11-09,0.0006137999999999963,0.17643720833333332
2001-06-13 to 2001-06-26,0.0236427,0.17643720833333332
2011-11-10 to 2011-11-23,0.21732149999999972,0.29230149629629626
1984-06-06 to 1984-06-19,0.006473400000000002,0.17643720833333332
1997-06-11 to 1997-06-24,0.004464300000000004,0.17643720833333332
2001-09-07 to 2001-09-26,0.014375200000000015,0.17643720833333332
2015-08-24 to 2015-09-04,0.6117496000000002,0.651885625
1985-07-01 to 1985-07-15,0.0015623999999999985,0.17643720833333332
2001-10-25 to 2001-11-07,0.015267900000000001,0.17643720833333332
2023-05-23 to 2023-06-06,2.5839980999999965,2.8503242187969935
1991-11-12 to 1991-11-25,0.012276499999999996,0.17643720833333332
2000-01-07 to 2000-01-21,0.06155130000000001,0.17643720833333332
2006-07-05 to 2006-07-18,0.07400000000000007,0.17643720833333332
1991-01-15 to 1991-01-28,0.01953130000000001,0.17643720833333332
1992-11-20 to 1992-12-04,0.012611699999999986,0.17643720833333332
2004-03-30 to 2004-04-13,0.0159285,0.17643720833333332
1984-03-12 to 1984-03-23,0.0035153999999999975,0.17643720833333332
2009-02-03 to 2009-02-17,0.13464269999999998,0.20624574365079368
2017-06-21 to 2017-07-05,0.4664996000000009,0.5817581061224488
1999-04-23 to 1999-05-06,0.01964290000000001,0.17643720833333332
1987-09-18 to 1987-10-01,0.019531200000000006,0.17643720833333332
1990-07-11 to 1990-07-24,0.016852500000000003,0.17643720833333332
1998-02-27 to 1998-03-12,0.009263299999999999,0.17643720833333332
1999-12-09 to 1999-12-22,0.06015619999999999,0.17643720833333332
1998-08-19 to 1998-09-01,0.017243499999999995,0.17643720833333332
1993-07-27 to 1993-08-09,0.011830199999999996,0.17643720833333332
1996-12-18 to 1997-01-02,0.006668499999999999,0.17643720833333332
2020-05-15 to 2020-05-29,2.1157494000000012,2.057871521621625
1987-10-02 to 1987-10-15,0.054687299999999994,0.17643720833333332
1982-04-05 to 1982-04-19,0.0005581000000000003,0.17643720833333332
1993-09-08 to 1993-09-21,0.008370400000000005,0.17643720833333332
2012-05-04 to 2012-05-17,0.5590356999999994,0.5334001874999994
1992-05-05 to 1992-05-18,0.012834500000000026,0.17643720833333332
2016-10-17 to 2016-10-28,0.5839998999999996,0.5653828222222222
2007-03-23 to 2007-04-05,0.052893099999999915,0.20624574365079368
1997-07-10 to 1997-07-23,0.007826300000000003,0.17643720833333332
1997-11-14 to 1997-11-28,0.006026700000000001,0.17643720833333332
1995-01-26 to 1995-02-08,0.010770100000000005,0.17643720833333332
2022-10-17 to 2022-10-28,5.253997899999996,3.8328488057554013
2004-11-16 to 2004-11-30,0.04080360000000003,0.17643720833333332
2020-11-18 to 2020-12-02,2.539000699999997,2.5033411268292727
1990-02-01 to 1990-02-14,0.009375100000000003,0.17643720833333332
1988-12-22 to 1989-01-06,0.0125,0.17643720833333332
1990-03-02 to 1990-03-15,0.013504600000000005,0.17643720833333332
2010-11-30 to 2010-12-13,0.10160710000000037,0.2559623454545455
1984-10-26 to 1984-11-08,0.0031808,0.17643720833333332
1999-05-21 to 1999-06-04,0.014397399999999994,0.17643720833333332
2023-04-25 to 2023-05-08,2.0509995000000005,2.7331223417266286
2012-06-04 to 2012-06-15,0.3213213000000003,0.4469999416666666
2007-01-25 to 2007-02-07,0.06107129999999996,0.17643720833333332
2005-06-22 to 2005-07-06,0.0380714,0.17643720833333332
1992-09-11 to 1992-09-24,0.0135046,0.17643720833333332
2015-06-26 to 2015-07-10,0.478000299999999,0.5960405148148147
1993-09-22 to 1993-10-05,0.009709800000000001,0.17643720833333332
1997-09-05 to 1997-09-18,0.005636400000000002,0.17643720833333332
1987-01-16 to 1987-01-29,0.008816800000000003,0.17643720833333332
1994-12-28 to 1995-01-11,0.01540169999999999,0.17643720833333332
2019-07-31 to 2019-08-13,1.0577503999999975,1.3024513784946243
2011-07-06 to 2011-07-19,0.3075357000000002,0.29230149629629626
2019-04-22 to 2019-05-03,1.275999,1.0134857828571426
1997-03-03 to 1997-03-14,0.008747300000000003,0.17643720833333332
2005-02-28 to 2005-03-11,0.03910720000000001,0.17643720833333332
2012-11-09 to 2012-11-23,0.5856784999999999,0.5334001874999994
2007-02-08 to 2007-02-22,0.08435730000000005,0.17643720833333332
1987-09-03 to 1987-09-17,0.021205399999999996,0.17643720833333332
2021-07-12 to 2021-07-23,2.3630004000000016,3.6602138410810845
2017-05-09 to 2017-05-22,0.37299949999999954,0.657899624137931
1986-04-03 to 1986-04-16,0.007477699999999999,0.17643720833333332
2020-08-11 to 2020-08-24,5.7264999,3.472053983333334
1996-10-08 to 1996-10-21,0.008593600000000003,0.17643720833333332
2011-09-15 to 2011-09-28,0.4781428999999996,0.29230149629629626
1986-02-04 to 1986-02-18,0.003683000000000003,0.17643720833333332
2011-03-11 to 2011-03-24,0.18892880000000006,0.2810553887850467
1993-01-06 to 1993-01-19,0.014062100000000032,0.17643720833333332
